Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Fertilizer,74118.72591678737,Electricity,66070.83122833047,88.38192547949279,India-North,2022.0,Combustion,3.435042821071578,0.005839467281990449,78.7853165277879
Oil & Gas,70301.80471431804,Biomass,,42.38078088362365,India-West,2024.0,Combustion,2.166824110504967,0.005637821748905574,80.19455221406777
Cement,70198.57493915444,Electricity,193092.63952648692,69.93001947529233,India-North,2016.0,Mixed Process,3.711775988380919,0.01350297204262283,192.35393388436609
Steel,71655.05478749357,Oil,176574.53839096276,56.20175140034716,India-Central,2018.0,Chemical Reaction,2.2027379971742866,0.009923798310279945,138.49404399607005
Fertilizer,54370.68477223919,Biomass,226500.2826093505,97.40648724541981,India-South,2017.0,Chemical Reaction,3.6594536116630945,0.022062596889071685,405.7811113009284
,50482.776305552594,Natural Gas,235500.58990144057,87.00895294559187,India-Central,2020.0,Combustion,5.880686401548601,0.02049065974539357,405.89407407729686
Oil & Gas,63092.25624767502,Electricity,173850.66632328613,77.27123861806787,India-South,2015.0,Chemical Reaction,,0.01343365632137674,212.92084195945642
Power,60981.21427149534,Coal,116061.07268230083,68.81274604948408,India-North,2023.0,Chemical Reaction,,,130.96625274074
Chemicals,45364.0064489261,Coal,287192.6043196213,81.35291769093085,India-South,2019.0,Chemical Reaction,5.1842437318037105,0.023363956300658222,515.0329111023949
Chemicals,56072.35113212402,Coal,233634.72444969442,60.62783468606722,,,Mixed Process,5.779595534352255,0.01416476745086094,252.6159000803143
Fertilizer,49473.55299823108,,240283.97150204628,79.2199031992256,India-South,2018.0,Combustion,4.20797709778835,0.01903527296271759,384.7565377687386
Power,37191.00637309916,Natural Gas,223048.7201250078,73.15099625728952,India-South,2018.0,Mixed Process,2.829786756128474,0.016316236091057663,
Power,69356.91112064525,Natural Gas,265845.1253633721,62.74838039681741,,2015.0,Mixed Process,3.281065859763685,0.016681351052940486,240.51461899627478
Power,50827.98863795134,Natural Gas,177134.24550424103,85.4319087521901,India-West,2023.0,Chemical Reaction,5.970441974026742,0.015132916698806358,297.72802552936713
,,Electricity,249699.60348523155,,India-South,2023.0,Combustion,,0.02579076374203233,319.4669198271791
,25617.61594700251,Biomass,240110.0691678494,53.57488863675719,India-South,2018.0,Chemical Reaction,2.8504641291794064,0.012863870216231598,502.1493898122392
Power,41648.31840734951,Coal,238125.11407647093,89.17047695576551,India-Central,2024.0,Combustion,5.279331398903075,0.02123372999734498,
Cement,50489.58255036307,Electricity,128322.42265877544,62.88941484041935,India-Central,2024.0,,2.630177521312491,0.008070122071915356,159.83736969632213
Oil & Gas,67060.7164644337,Natural Gas,208347.40427494157,83.76025512688207,India-Central,2018.0,Combustion,5.0530282572974485,0.017451231737092746,260.230320479027
Oil & Gas,55992.040589032775,Coal,223223.27987780963,65.74249449093415,India-South,2021.0,Combustion,4.1895135957934375,0.01467525524761515,262.0953816512558
Steel,54657.09131271127,Biomass,306739.2100886633,,India-Central,2018.0,Chemical Reaction,5.327145663160807,0.021626440553636394,395.67492587383373
Steel,33091.04311168779,,205990.97260337338,71.9879175743511,India-West,2015.0,,4.183112907861765,0.014828861156832058,448.1231101353372
Fertilizer,32645.87904155793,Natural Gas,264918.0645008122,95.42014983415382,India-North,2023.0,Mixed Process,5.370207344592446,0.025278521408441525,774.3250342949007
Fertilizer,54837.56990434857,Natural Gas,110811.8863977054,73.61933778754828,India-Central,2016.0,Mixed Process,2.662869987944683,0.0081578976955881,148.76475580186468
Oil & Gas,29538.410092724625,Natural Gas,157008.87251192448,69.91234037576442,India-Central,2019.0,Combustion,4.901074540168322,0.010976857737068666,
Cement,42021.83374566007,Natural Gas,226345.89202670142,73.75666212266482,India-West,2018.0,Chemical Reaction,3.967223423640487,0.016694517481066592,397.2819839826901
Chemicals,57513.75993628786,Coal,225823.36173375277,103.44124865327703,India-East,2022.0,Chemical Reaction,4.948228523880434,0.023359450512820047,406.1541192698407
,35265.13591584836,Biomass,156996.70372025456,83.40130278906452,,2020.0,Mixed Process,4.130869857887939,0.013093729623858004,371.29389363769906
Fertilizer,74080.3394354271,Electricity,257345.1398546124,65.84330696826201,,2021.0,Chemical Reaction,3.426680119411981,,228.73079644846086
,68359.04516356836,Coal,189948.79920020277,97.47227837836635,,2016.0,Combustion,4.374116526908678,0.018514742233278578,270.84553608051164
Fertilizer,26428.700024925496,Biomass,188551.6636194474,77.70845811282003,India-North,2018.0,,5.985138542192067,0.014652059054474361,554.3995368919273
Chemicals,36014.43135227019,Electricity,195294.72997328232,62.05678171575591,,2018.0,Combustion,3.775489827438988,0.012119362428189473,336.5140576466584
Fertilizer,15713.34133257575,Natural Gas,280317.5462319612,80.90558620046993,India-West,2016.0,Mixed Process,4.739813261147477,0.022679255400174153,1443.312082399507
Power,38261.129561778,Biomass,265337.198428604,72.74748746227087,India-West,2024.0,Combustion,3.691833485717408,0.019302614515958945,504.49672388244966
Fertilizer,61495.82714858599,,312988.27782718535,40.0,India-South,2018.0,Mixed Process,2.1426682795835843,0.012519531113087413,203.5834249832557
Oil & Gas,43791.575865877145,Biomass,233028.6162704454,79.96120987800354,India-West,2023.0,Mixed Process,4.590090261677054,0.018633250093181838,425.49850570006686
Fertilizer,56911.95865423951,,315854.53923122416,58.86946077603135,India-South,2022.0,Combustion,9.169652329534923,0.018594186408204007,326.7184410427751
Oil & Gas,27164.98522577384,Natural Gas,214286.49951525283,55.910077473229094,India-West,2015.0,Mixed Process,2.89551221112016,0.011980774789364854,
Cement,61969.62881872858,Natural Gas,192414.23772023074,45.853599658039215,,2022.0,Mixed Process,5.650252343940364,0.008822885424930248,
Chemicals,41673.36158107475,Natural Gas,173711.90511635225,76.92285747271985,India-South,2023.0,Combustion,1.6546261112099385,0.013362416118579799,320.6464660304273
Steel,50182.545234243575,Coal,189427.65848121,72.78703925194907,India-Central,2022.0,Combustion,4.433721497478912,0.013787878413276635,274.75446589879346
Steel,48606.882479104206,Electricity,192369.4989878902,89.2362393562129,India-South,2024.0,Mixed Process,2.82872495262302,0.01716633065651813,353.1666665496975
Chemicals,30926.77218661574,Natural Gas,158859.91000031837,,India-East,2015.0,,5.019051357636261,0.010014165242877482,323.8024706377647
Steel,32703.735023903264,Natural Gas,,67.78045721124421,India-West,2022.0,Chemical Reaction,3.83727164461305,0.01115406156645712,341.0638435733589
Fertilizer,64516.91703505139,Coal,236452.80341815593,104.69350951986569,India-North,2019.0,Combustion,3.79394261519019,0.024755073825657635,383.69895778201015
Cement,,Coal,170713.50733171083,45.3761643367263,,2023.0,Chemical Reaction,3.140797754626764,0.007746324163182641,138.36456979621687
Cement,65750.7356233014,Oil,97977.05032182379,93.23845891311552,India-Central,2023.0,Mixed Process,,0.00913522918085962,138.93729240075888
Chemicals,54869.87353253778,Biomass,94925.2025710563,63.30314569888749,India-Central,2020.0,Chemical Reaction,4.146917835478628,,109.51481281050552
Steel,52144.85952213825,Natural Gas,74157.59399056541,120.0,India-South,2017.0,Mixed Process,3.64737352196443,0.008898911278867848,170.6574983693223
Fertilizer,24109.8407199985,Biomass,114950.3453145557,85.83232149565313,India-Central,2021.0,,3.9997738312011646,0.00986645499507529,
Cement,45944.499548582455,Coal,128003.90886140657,65.58031858321826,India-Central,2017.0,Mixed Process,4.089437336294715,0.008394537123028279,182.7103832995669
Cement,49589.23519394384,Coal,141558.65986371756,54.09366064614628,India-West,2021.0,,3.491490457809559,0.007657426108191185,154.41710440265794
Power,79296.6079740886,Oil,217161.94540958363,81.13874179080389,India-East,2022.0,Mixed Process,,0.017620247015376855,222.20681899955346
Power,60304.34948148016,Electricity,123680.15694900797,46.35286954457525,India-East,2019.0,Combustion,4.238111549431463,0.005732930180309959,95.066611771852
Cement,73040.91772564292,Coal,144834.562276659,85.32774654265829,India-South,2019.0,,5.490621414315621,0.012358406820559617,169.19840557015448
Chemicals,58963.065588420926,Natural Gas,90090.82352422725,,India-Central,2018.0,Combustion,7.35514921192878,0.004873377751636426,82.65136323904862
Oil & Gas,39330.45159575781,Oil,160375.82602714197,,India-Central,2017.0,Mixed Process,4.7737555395933775,0.009695060614059123,246.5026517799972
Oil & Gas,51756.86324224777,Electricity,243433.33502896604,40.0,India-East,2022.0,Chemical Reaction,,0.009737333401158642,188.13608072775
Fertilizer,53543.3546939635,Oil,198597.676751227,76.95205376549558,,2020.0,Mixed Process,4.6505235788116135,0.015282499099062931,285.422891158254
Cement,35912.66645343977,Coal,204919.29311979993,79.19087883070813,India-Central,2020.0,Mixed Process,5.058463079808492,,451.8667231953789
Cement,44234.18935110618,Electricity,199882.76006795323,,,2016.0,Chemical Reaction,4.108800276877895,0.015076262612958776,340.8282786261066
Cement,46913.49509484242,Biomass,122910.83491409608,49.16549850559437,India-West,2018.0,Mixed Process,4.376995982856378,,128.81096277464732
Chemicals,74084.29748847678,Electricity,175474.650539671,96.51965635451117,India-Central,,Mixed Process,,0.016936752969016984,228.6146125857691
Power,18788.892119135326,Natural Gas,213258.52209723042,72.5692826819805,India-Central,2024.0,Mixed Process,6.20120726443904,0.015476017974415298,823.6791119075046
Cement,68087.27631074065,Biomass,258173.41351606284,67.17301972880396,India-Central,2019.0,Chemical Reaction,5.661541063904842,0.017342287799567153,254.70673434518685
Cement,35948.07147560926,Biomass,221816.2799294937,87.0483834078678,India-East,2017.0,Mixed Process,4.8061723186973655,0.019308748581409498,537.128913702936
Steel,29418.81219095579,Natural Gas,252836.56815678775,68.39521394857836,India-East,2024.0,Combustion,,0.017292811173107814,587.8147309572253
Chemicals,67699.13195057696,,134825.80998895323,81.61824007396852,,2019.0,,4.288210629937641,0.011004245327845648,
Fertilizer,60978.471038515716,Coal,109799.60038003088,63.295978710581274,India-Central,2019.0,Combustion,5.66094514612459,0.006949873168084767,113.97257179005081
Cement,68817.78053571784,Electricity,94854.75308303596,87.24236840789659,India-West,2016.0,,7.435126056467327,0.008275353313710288,120.25022093549224
Steel,,Electricity,249023.99220389855,86.85725442722665,India-West,2019.0,Chemical Reaction,4.592632005894765,0.021629540249337723,348.80431636018363
Oil & Gas,80897.67502606103,Natural Gas,113618.11012488743,68.20226867483561,,2017.0,Mixed Process,5.970530908735128,0.007749012873064632,95.7878316103436
Fertilizer,58380.857554167276,,263702.31157328386,77.28388534136658,India-South,2017.0,Combustion,4.7080646573781015,0.020379939211882997,349.08598581262635
Cement,,Biomass,173240.8929512167,74.627899387084,India-East,2019.0,Mixed Process,6.030939731786026,0.012928603928891988,271.30815504449293
Cement,55143.89565982014,Electricity,300125.5760565157,73.12357823513244,India-North,2023.0,Mixed Process,1.9913979572674072,0.021946256041132817,397.9816039207339
Steel,68652.03692518946,Electricity,173082.86879168887,57.18050388956577,India-West,2016.0,Chemical Reaction,,0.009896965652160366,144.16128195795778
Chemicals,38309.37012109825,Electricity,176372.1886303105,59.29002297382092,India-South,2023.0,,4.8760165529920805,0.010457111115834186,272.9648407890451
Cement,40221.67126202929,Electricity,204018.19040414577,69.22084199941051,India-West,2017.0,Combustion,3.0398800551462206,0.014122310922971023,351.1119871416928
Oil & Gas,45365.599781031386,Oil,175122.92332537097,76.03239705318089,India-West,2021.0,Combustion,5.00934598536925,0.013315015639388358,293.5046754293269
,18431.258018520017,Natural Gas,225084.02098285998,61.746341710910606,India-North,2015.0,Chemical Reaction,4.547376133568901,0.013898114873273444,754.0513436092317
Oil & Gas,52071.176126263206,Biomass,137316.80323052665,75.21668653059973,India-West,,Combustion,2.573341774953466,0.010328514943974567,
Fertilizer,21708.06944073461,Biomass,211180.06205720388,40.65967317693021,India-North,,Combustion,2.3495754142017153,0.008586512304729751,395.54472258216526
Fertilizer,50795.88969398929,Natural Gas,154949.29212610476,75.04350937321149,India-North,2023.0,Chemical Reaction,4.8995686651563535,0.011627938656037827,228.91495209727117
Power,62979.346342028744,Coal,187667.43739164635,76.15670404351356,India-West,2017.0,Chemical Reaction,3.1235080236623016,0.014292133488040221,226.93365870173355
Power,,Natural Gas,117490.01062375416,87.2809325402936,India-West,2020.0,Combustion,3.951330104324966,0.010254637691410266,239.33234185923504
Oil & Gas,75156.73805280306,Electricity,252337.7632022351,96.34006248378152,India-South,2017.0,Chemical Reaction,5.257134497695876,,323.4604974053197
Chemicals,28092.486508722683,Electricity,178649.8325395843,85.26590275315307,India-West,2020.0,Chemical Reaction,4.401734352074878,0.015232739248187277,542.2353497778679
Cement,67868.91022447748,,,101.96126939907117,India-West,2021.0,Combustion,3.9924164506861906,0.025996504671824548,383.0399602091842
,60127.055846103816,Natural Gas,155782.44459129803,,India-West,2019.0,Combustion,2.6798179066953396,0.011615258422659048,193.17856594190297
Power,24259.501275339666,Biomass,199456.37988865457,75.6944380929034,India-South,,Chemical Reaction,6.29977567271412,0.015097738599716385,622.343321421186
Oil & Gas,90661.914485608,Biomass,255556.3493302443,87.10021356349951,India-North,2022.0,Mixed Process,5.466388596341278,0.02225901260417256,245.516683940157
,49043.82071744051,Oil,129470.79590708631,73.39703752788216,India-South,2019.0,Mixed Process,3.7268614246913674,0.009502772865957186,193.76085971576634
Cement,,Oil,147060.40331380029,70.0361737462805,India-West,2015.0,Combustion,3.416282211404238,,
Chemicals,28893.692078239746,Electricity,248634.20893972102,95.61324464011909,India-Central,2023.0,Combustion,3.825738170966691,0.023772723445256033,822.7651689816273
Steel,46699.72958510489,Oil,280846.00990103994,85.85553050854587,India-West,2017.0,Mixed Process,3.324995817145501,0.02411218317126211,516.3238285420996
Power,48088.8969141506,Oil,200972.62829982716,84.89612764557151,India-South,2016.0,Chemical Reaction,4.143980879135064,0.017061797905408127,354.79703216871945
Power,51539.68292809497,Coal,141825.82652374834,62.03592492148456,India-South,2017.0,Mixed Process,5.839439609015218,0.008798296326154746,170.70916672944213
Steel,45533.057656640594,Natural Gas,,89.15576608816174,India-East,2021.0,Mixed Process,5.713941114636861,0.01613043052433199,354.2575736066235
Cement,59498.379651726405,Biomass,318181.0905432468,,India-Central,2024.0,Combustion,5.709925579315946,0.024256330241801766,407.6805180878223
Chemicals,44185.552510051304,Oil,119986.69942290641,60.155186778600886,India-South,2022.0,Chemical Reaction,2.9429912680551094,0.0072178223147327785,163.3525418311986
Chemicals,20975.538241392936,Biomass,231679.16003329016,,India-North,2016.0,Mixed Process,3.257110733908318,0.019797890545909188,943.8561393785934
Power,47759.57756525538,Oil,207531.28250560624,57.014082258246205,,2021.0,Chemical Reaction,5.654884527582732,0.011832205611933965,247.74518986829938
Chemicals,14487.835199400826,Oil,130616.94862296448,40.0,India-North,,Combustion,5.040977977228978,0.00522467794491858,360.62516400895123
Fertilizer,55306.55946337084,Electricity,,47.92355024614724,India-South,2023.0,Mixed Process,,0.008682460928480473,156.98790546229526
Steel,35310.49654576047,Coal,91726.15179209753,71.27300685388907,India-South,2021.0,Combustion,5.353823684104335,,185.146041118019
Cement,52450.40532373701,Natural Gas,217293.22870530307,,India-North,2015.0,,5.10574178450039,0.021320035068587092,406.47989156603285
Fertilizer,69711.12472286906,Natural Gas,225981.1475060323,79.69207049982487,India-North,2015.0,Chemical Reaction,2.6608173581924115,0.018008905538682052,258.33617819644996
Steel,,Electricity,118029.96288152078,73.46275296271283,India-East,,Combustion,1.790405664164659,0.008670806005363326,242.41275585834364
Oil & Gas,65918.84387768176,Electricity,233397.80952698807,94.78705298163052,India-West,2023.0,Chemical Reaction,4.48441001806094,0.02212309053743113,335.6110216144336
Power,43499.1564997077,Natural Gas,160091.94039281167,82.65377929314126,India-North,2015.0,Mixed Process,1.9087068030539855,0.013232203907838181,304.1944941605269
Chemicals,76297.92203098378,Natural Gas,154657.81309008633,90.36012382608867,India-West,,,5.814700571050853,0.013974899141492277,183.16225094331165
Oil & Gas,44522.7108020268,Coal,141479.117786181,89.5845227290419,India-Central,2019.0,Chemical Reaction,5.112617511994538,,284.67132873733186
Chemicals,37392.60521739963,Oil,239697.54839817263,70.29406232768956,India-South,2018.0,Chemical Reaction,4.058502982236437,0.016849314406895532,450.6055223735832
Fertilizer,60308.57675592932,Coal,99569.57375786973,71.52521267793853,India-North,2015.0,,3.0210856917622637,0.007121734939283319,118.08826078096985
Cement,43463.154055645464,Natural Gas,104639.04646602333,62.498121145679384,India-Central,2024.0,Combustion,3.375907604544567,0.0065397438026019,150.46638801751774
Cement,37378.25728806487,Oil,164470.40200573351,87.46126216699328,India-South,2018.0,Chemical Reaction,,0.014384788948534235,384.84375656345526
Cement,42832.40223944313,Natural Gas,166545.06722674804,56.58569141731994,India-East,2018.0,Combustion,6.1731844209943345,0.00942406778116957,220.02192939090435
,49330.90201725498,Coal,237596.82539791288,61.7104005195242,India-South,2024.0,Combustion,4.732739212380473,,297.22130871120333
Oil & Gas,70132.7019686728,Coal,194531.64544252327,73.94978341789633,India-North,2018.0,Combustion,4.283687143041572,0.014385573048401594,205.1193329871621
Cement,20988.683818106343,Coal,194634.4065148945,76.64889419866948,India-Central,2017.0,Combustion,6.7021040718244835,0.014918512032380976,710.7883544136864
Oil & Gas,50346.209884256314,Oil,102811.27961202363,83.79996614138098,India-Central,2021.0,Mixed Process,3.36222080911449,0.008615581750439633,171.12671977188492
Chemicals,59373.55391981064,Biomass,186178.04535330657,74.37543675945346,India-Central,2015.0,Chemical Reaction,4.2578726092568,0.013847073438173513,
,,Biomass,55528.18283329168,69.54451513826015,India-South,2016.0,Combustion,3.665625586813339,0.0038616805516499303,72.99724700931573
Oil & Gas,69647.97754150302,Natural Gas,214247.46031620595,85.84565660090107,India-West,2015.0,Chemical Reaction,6.996917646480327,0.018392213905920198,264.07391219594757
Fertilizer,48884.820053622134,Oil,240637.50391358352,88.71457971966767,India-West,2018.0,Chemical Reaction,4.153036752549133,0.021348055024483448,
Chemicals,47231.728367210824,Electricity,153228.18318725255,49.50307600864714,India-South,2019.0,Chemical Reaction,4.722131540202408,0.007585266398985471,160.59684159793122
Chemicals,58884.94320520015,Biomass,222520.28882533262,,India-North,2024.0,Mixed Process,6.444979568938671,0.0202589490054347,344.04294039712386
Power,51489.70722427024,Oil,173657.25930181198,70.09772485590274,India-South,2019.0,Combustion,5.801157880750058,0.012172978781768573,236.4157700246294
Chemicals,,Oil,273926.91571713565,98.9710986906068,India-West,,Combustion,2.549697500047235,0.02711084780945416,614.1475242015657
Chemicals,57742.16059379569,,213680.82375236411,65.24728272110423,India-South,,Chemical Reaction,4.12204155788312,0.013942093119448945,241.4543026460115
Steel,40212.07560175032,Oil,137681.6173644168,60.08237473974076,,2018.0,Chemical Reaction,4.415763519179775,0.00827223852926249,205.71528341855654
Cement,40832.3427197101,Oil,270258.34370308847,84.72041566295876,India-North,2024.0,Mixed Process,4.692555814552432,0.02289639921490843,560.7417475915765
,42080.089673515795,,249621.03406276635,106.96218587425999,India-North,2020.0,Mixed Process,4.878097437112458,0.026700011443546598,634.504623224483
,70296.0374024961,Coal,175271.38791182917,50.658712269538334,India-East,2020.0,Chemical Reaction,3.4127046193216604,0.008879022809307992,126.30900883458207
Power,5000.0,Natural Gas,229730.7414329854,87.57589457973617,India-South,2016.0,Combustion,6.333643469989742,0.02011887519345976,
Steel,55933.98252144414,Electricity,228771.65052012622,83.40485826492565,,2016.0,Mixed Process,5.034915706500408,,341.1283485732315
Fertilizer,50514.07721300334,Natural Gas,174463.69196228852,74.51072421407794,India-South,2023.0,Combustion,5.280462053633177,,257.34244302547836
Chemicals,24786.943111428194,Coal,,,India-East,,Mixed Process,6.147328576332781,0.021637902831395578,872.9556821155276
Cement,54645.90168704003,Coal,214671.35284117126,,India-East,2016.0,Combustion,4.831965863295161,0.009939458564206957,181.88845379715323
Oil & Gas,57136.27987747298,Oil,159461.9641740776,,India-South,2017.0,Chemical Reaction,4.249220156903624,0.014620537422046897,255.88885824208708
Fertilizer,58844.588470361,Natural Gas,280792.6677966263,89.59294736632181,India-South,2023.0,Mixed Process,4.064433836219154,0.025157042706752224,427.5166733373178
Chemicals,10222.579054325768,Coal,81367.19413564447,92.96135493033613,India-South,2020.0,Chemical Reaction,4.22996265235278,0.007564004613729211,739.9311439443885
Steel,70495.84117781658,Natural Gas,240616.46078765416,,India-West,2020.0,Mixed Process,4.306207882332152,0.021910735648645936,310.8089113140584
Chemicals,38933.949429727385,Coal,126898.12737473956,78.5304194407824,India-East,2024.0,Chemical Reaction,2.205846731703417,0.009965363168988129,255.95562009384125
Chemicals,60298.51620129764,,185388.08797446787,70.42387960702224,India-North,2019.0,Mixed Process,3.7547759200783855,0.013055748388089974,216.5185681270381
Steel,61116.10671023429,Coal,104107.67082963597,65.84438934773368,India-West,2021.0,Mixed Process,3.188049470768422,0.006854906012192247,112.16202047510903
Power,36849.543715710606,Natural Gas,120858.52790903991,83.81577093232005,India-Central,2018.0,Mixed Process,2.0654718232119347,0.010129850690441498,274.8975881110487
Power,59906.899285273255,Oil,194775.1396899011,74.90639185841567,India-North,2024.0,Combustion,4.6882771630311595,0.014589902937889383,
Cement,44217.60138631463,Natural Gas,204364.36910240471,71.83869014588468,India-North,2024.0,,,0.014681268588806862,332.0231791982892
Cement,18929.34230992764,Biomass,263588.0019688189,66.69447877556331,India-North,2017.0,Mixed Process,3.466424309048622,0.01757986440280253,928.7097309018832
,67516.12888291669,Natural Gas,176055.49066009052,68.8855356565639,India-East,2021.0,Chemical Reaction,4.163825572499953,0.01212767677939952,179.62636454514106
Fertilizer,38374.325554756404,Electricity,236984.32745466073,86.65537463366508,India-Central,,Chemical Reaction,5.178818529040881,0.020535965677890785,535.1485760600007
Oil & Gas,37182.59805892919,Electricity,199384.32055663262,75.27923195262747,India-West,2015.0,Mixed Process,,0.015009498514899777,403.6699773133613
Chemicals,43954.01197944917,Electricity,,93.13825827802684,India-Central,2020.0,Combustion,4.336341921814757,0.021857285358843213,497.2762297344472
Oil & Gas,54083.55087991082,Coal,134483.5276220846,54.70386083049628,India-West,2016.0,,4.206340746071717,0.007356768179032719,136.025983119488
Chemicals,49140.94383766846,Electricity,205328.4681118165,,India-East,2016.0,Combustion,5.222021463012147,0.01731085631707977,352.2695122475511
Power,58221.00387060756,Natural Gas,,59.87842938387005,India-Central,,Combustion,4.47986355478837,,228.72419055711887
Cement,29907.659502070117,Oil,170202.1887973525,93.13802253467159,India-North,2017.0,Chemical Reaction,4.109589345730661,0.015852295295658243,530.0413191664495
Fertilizer,38864.20444353898,Electricity,222856.20353337028,93.53835464848592,India-Central,2023.0,Mixed Process,3.9302563422760457,0.02084560260171955,536.3702383771565
,48260.043915177,Natural Gas,228557.09256415584,53.846223034406236,,,Mixed Process,3.494974100661965,0.012306936182304967,255.01295033912385
Oil & Gas,78468.30938988058,Coal,168930.18852773684,63.516365181712146,India-East,2020.0,Mixed Process,5.216511482060021,0.010729831544743215,136.74095476468813
Cement,48292.811923793626,,246525.63990541134,64.15785544209812,India-East,,Chemical Reaction,5.179330636822237,0.01581655636782212,327.51367621294753
Power,66278.33395492447,Oil,61824.08145328067,,India-West,2024.0,Combustion,4.492696865393769,0.005807674015836223,87.62552812184431
Fertilizer,50578.327531764764,,85077.9274401685,66.08878714442568,India-Central,2024.0,Combustion,5.625490937670373,0.005622697037282188,111.16810918176287
Oil & Gas,42745.120438436476,Natural Gas,137946.84916313516,85.35013137355627,India-North,2017.0,Chemical Reaction,4.512954628991642,0.011773781698641735,275.4415376042486
Fertilizer,46299.13363828339,Oil,,65.08216301015858,India-North,2018.0,Chemical Reaction,4.8894794562783135,0.014115084178365048,304.86713398657855
Chemicals,47473.70431956678,,,91.1317557336456,India-South,2019.0,Mixed Process,3.816478322943657,0.014098242643538421,296.96950860705607
Cement,59054.68608441108,Coal,,92.62038562427884,India-East,2015.0,Mixed Process,5.938874391083431,0.011089904086140592,187.7904163318894
Fertilizer,70619.16901364832,Natural Gas,194685.2238171126,100.04850819955445,India-North,2018.0,Chemical Reaction,4.694512848479416,0.01947796621139848,
Steel,55395.212715294816,Oil,,72.42836924729926,India-East,2019.0,Chemical Reaction,,0.014921856201913844,269.3708620382979
,67806.16518112633,Natural Gas,161805.97872667853,75.04183044002801,India-North,2018.0,Chemical Reaction,4.58010486711598,0.012142216819790188,179.0724602601467
Chemicals,35528.153935554714,Electricity,128931.57842391943,72.91320788710236,India-Central,2024.0,Combustion,4.601130565000412,0.00940081498083548,264.60184218656053
Fertilizer,43780.542367789545,Coal,200425.90401065355,75.39571723302065,India-South,2024.0,Mixed Process,4.8132286117469745,0.015111254784959775,345.1591498801876
Oil & Gas,39135.461986885,,247696.33573853836,68.61585991897746,India-East,2021.0,Chemical Reaction,2.0356809183993514,0.01699589707547956,434.28379818731133
Chemicals,54716.66886312279,,127145.10258460334,90.85585752435287,India-West,2022.0,Chemical Reaction,5.008658603067109,0.011551877325345952,211.12172150398456
Steel,44615.62422230879,Biomass,294857.5801929092,63.58975970278143,,2022.0,Combustion,3.6459838039447954,0.018749922671010704,420.25463047618484
,60946.594055512935,,166002.4743451848,72.83132451083037,India-North,2017.0,Chemical Reaction,4.222259892093239,0.012090180078634948,198.3733507342947
Power,36034.97432551338,Electricity,161798.34758878232,77.88889756589897,India-Central,2019.0,Mixed Process,3.712944876710347,0.012602294921674383,349.7239878079153
Cement,50645.46459981922,Oil,208056.96749905965,82.35665643603119,India-East,2024.0,Combustion,5.497000398924477,0.017134876191442563,
Oil & Gas,,Electricity,206197.51843158735,57.13774929925499,India-South,2022.0,Chemical Reaction,3.5493253497224297,0.011781662114272548,195.37482005519828
Power,19020.458374390844,Natural Gas,65963.2101553932,71.31185426166483,India-Central,2021.0,Mixed Process,4.146521443559335,,247.31048729963217
Fertilizer,81824.46960995306,Coal,193509.9207088187,75.33126985721152,India-North,2023.0,Mixed Process,3.720866652437337,0.014577348056963627,178.15389609553242
Fertilizer,45752.721726801865,Biomass,,87.03408710233856,India-Central,2024.0,Combustion,3.6097119587318196,0.02042515300090138,446.42487331931477
Chemicals,19624.401294857405,Natural Gas,261675.45684965875,71.79618563142579,India-South,2021.0,Mixed Process,3.6234625934144917,0.01878729967516625,957.343839074952
Fertilizer,52371.40847865179,,193054.22985644118,,India-Central,2016.0,Combustion,3.0087936913423707,0.014183241141384601,270.8203111849881
Oil & Gas,50501.65201959726,Oil,178634.57708480093,77.06159573569398,India-East,2018.0,Mixed Process,3.8241136727947063,0.013765865563725593,272.5824802401261
Power,48771.5843064126,Electricity,243480.8656015079,90.73808315726225,India-North,2022.0,Chemical Reaction,4.731214658816431,0.022092987030151817,452.98891443325493
Oil & Gas,64867.866693899996,Electricity,307506.21746396634,44.22647359701149,India-South,2023.0,Combustion,3.4063343033259352,0.013599915607586981,209.65566313075442
Steel,61211.674571405834,,205612.4432596099,76.59074513327897,India-North,2021.0,Mixed Process,4.650830352190807,0.015748010237927566,257.2713513915861
Steel,54468.14286535768,,189055.43699227285,92.54023093074247,,2019.0,Combustion,,0.01749523379797736,321.2012174019709
Cement,56752.33450919972,Coal,275411.8195668115,,India-South,2015.0,Mixed Process,4.334459230331918,0.017238633657252728,303.7519743695882
Cement,48434.6232584287,,132212.62772556322,63.707088882924694,India-South,2023.0,Combustion,3.0713938095028106,0.008422881625957489,173.90207787962345
,76632.36273860073,Biomass,203758.9189686723,93.36333617360972,India-North,2020.0,Chemical Reaction,2.389005862285153,,248.24515087619778
Fertilizer,27812.059724633502,Oil,344459.1095514101,69.76364703744244,India-Central,2016.0,Combustion,5.471285836211343,0.024030723737576292,864.039699882133
Oil & Gas,52094.77511323845,Natural Gas,227202.72121890704,70.20537477025707,India-Central,2024.0,Combustion,6.351802256822683,0.015950852191995605,306.1890977996013
Steel,50975.369467831704,Electricity,246006.970939794,79.15778996072122,,2024.0,Chemical Reaction,6.191912407994855,0.01947336813452546,382.0152426126944
